run_id,condition,smm_mode,explicit_smm_memory,run_tag,status,timestamp,completed_at,rounds,agent_turns,agent_tool_calls,agent_tool_messages,memory_updates,total_messages,input_tokens,output_tokens,total_tokens,runtime_seconds,final_candidate,decision_method,correct_candidate,decision_correct,mean_pairwise_memory_similarity,min_pairwise_memory_similarity,max_pairwise_memory_similarity,mean_gold_standard_alignment,min_gold_standard_alignment,max_gold_standard_alignment,context_alignment,memory_similarity_method,gold_standard_alignment_method,embedding_model,metadata_file,votes_candidate_a,votes_candidate_b,votes_candidate_c,votes_candidate_d,gold_alignment_agent_1,gold_alignment_agent_2,gold_alignment_agent_3,gold_check_agent_1_a_risks,gold_check_agent_1_b_risks,gold_check_agent_1_c_attention,gold_check_agent_1_c_calmness,gold_check_agent_1_c_crew_fit,gold_check_agent_1_c_reliability,gold_check_agent_1_d_risks,gold_check_agent_1_favorite_is_c,gold_check_agent_2_a_risks,gold_check_agent_2_b_risks,gold_check_agent_2_c_attention,gold_check_agent_2_c_calmness,gold_check_agent_2_c_crew_fit,gold_check_agent_2_c_reliability,gold_check_agent_2_d_risks,gold_check_agent_2_favorite_is_c,gold_check_agent_3_a_risks,gold_check_agent_3_b_risks,gold_check_agent_3_c_attention,gold_check_agent_3_c_calmness,gold_check_agent_3_c_crew_fit,gold_check_agent_3_c_reliability,gold_check_agent_3_d_risks,gold_check_agent_3_favorite_is_c,similarity_agent_1_agent_2,similarity_agent_1_agent_3,similarity_agent_2_agent_3
high_treatment_20260509_224515_010,high,treatment,True,transparency_experiment,completed,20260510_031747,2026-05-10T03:20:45+0200,2,6,0,0,18,6,79612,32416,112028,177.9234,Candidate B,consensus,Candidate C,0,0.807363,0.751215,0.898394,0.125,0.125,0.125,0.10092,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260509_224515_010/metadata.json,0,3,0,0,0.125,0.125,0.125,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.751215,0.898394,0.772481
high_treatment_20260509_224515_011,high,treatment,True,transparency_experiment,completed,20260510_032049,2026-05-10T03:24:07+0200,2,6,0,0,18,6,78682,31608,110290,198.635,Candidate C,consensus,Candidate C,1,0.910659,0.902574,0.922885,0.625,0.625,0.625,0.569162,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260509_224515_011/metadata.json,0,0,3,0,0.625,0.625,0.625,0,0,1,1,1,1,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,0,1,0.906517,0.922885,0.902574
high_treatment_20260509_224515_012,high,treatment,True,transparency_experiment,completed,20260510_032411,2026-05-10T03:26:41+0200,2,5,0,0,18,5,65304,28640,93944,150.0769,Candidate C,consensus,Candidate C,1,0.90076,0.869872,0.943961,0.666667,0.625,0.75,0.600507,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260509_224515_012/metadata.json,0,0,3,0,0.625,0.625,0.75,0,0,1,1,1,1,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0.943961,0.888447,0.869872
high_treatment_20260509_224515_013,high,treatment,True,transparency_experiment,completed,20260510_032644,2026-05-10T03:28:51+0200,2,6,0,0,18,6,77409,27651,105060,127.4085,Candidate B,consensus,Candidate C,0,0.872634,0.848883,0.906786,0.125,0.125,0.125,0.109079,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260509_224515_013/metadata.json,0,3,0,0,0.125,0.125,0.125,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.906786,0.862234,0.848883
high_treatment_20260509_224515_014,high,treatment,True,transparency_experiment,completed,20260510_032855,2026-05-10T03:34:51+0200,5,15,0,0,45,15,327311,73403,400714,355.8586,Candidate D,consensus,Candidate C,0,0.841354,0.799793,0.865243,0.583333,0.125,0.875,0.49079,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260509_224515_014/metadata.json,0,0,0,3,0.875,0.125,0.75,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0.865243,0.799793,0.859026
high_treatment_20260509_224515_015,high,treatment,True,transparency_experiment,completed,20260510_033454,2026-05-10T03:37:10+0200,2,6,0,0,18,6,77133,29847,106980,136.7331,Candidate C,consensus,Candidate C,1,0.897798,0.88665,0.913528,0.708333,0.5,1.0,0.63594,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260509_224515_015/metadata.json,0,0,3,0,0.625,1.0,0.5,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0.913528,0.88665,0.893216
high_treatment_20260509_224515_016,high,treatment,True,transparency_experiment,completed,20260510_033714,2026-05-10T03:43:49+0200,5,15,1,2,45,17,354496,77483,431979,394.7914,Candidate D,consensus,Candidate C,0,0.90217,0.893904,0.915859,0.541667,0.125,0.875,0.488676,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260509_224515_016/metadata.json,0,0,0,3,0.125,0.625,0.875,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0.893904,0.896748,0.915859
high_treatment_20260509_224515_017,high,treatment,True,transparency_experiment,completed,20260510_034351,2026-05-10T03:45:58+0200,2,6,0,0,18,6,80490,28552,109042,126.7876,Candidate C,consensus,Candidate C,1,0.817481,0.782387,0.866746,0.625,0.625,0.625,0.510926,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260509_224515_017/metadata.json,0,0,3,0,0.625,0.625,0.625,0,0,1,1,1,1,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,0,1,0.80331,0.782387,0.866746
high_treatment_20260509_224515_018,high,treatment,True,transparency_experiment,completed,20260510_034602,2026-05-10T03:48:30+0200,2,6,0,0,18,6,76845,30520,107365,148.0347,Candidate B,consensus,Candidate C,0,0.80067,0.734042,0.920691,0.458333,0.375,0.625,0.366973,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260509_224515_018/metadata.json,0,3,0,0,0.625,0.375,0.375,1,1,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0.920691,0.734042,0.747278
high_treatment_20260509_224515_019,high,treatment,True,transparency_experiment,completed,20260510_034833,2026-05-10T03:51:16+0200,2,6,1,2,18,8,89994,30334,120328,162.9747,Candidate A,consensus,Candidate C,0,0.815964,0.74628,0.928131,0.333333,0.125,0.75,0.271988,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260509_224515_019/metadata.json,3,0,0,0,0.125,0.125,0.75,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0.74628,0.773481,0.928131
high_treatment_20260509_224515_020,high,treatment,True,transparency_experiment,completed,20260510_035120,2026-05-10T03:54:10+0200,2,6,2,4,18,10,95930,31015,126945,170.5534,Candidate C,consensus,Candidate C,1,0.889121,0.859947,0.922747,0.75,0.625,1.0,0.666841,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260509_224515_020/metadata.json,0,0,3,0,0.625,1.0,0.625,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0.859947,0.922747,0.884669
high_treatment_20260509_224515_021,high,treatment,True,transparency_experiment,completed,20260510_035413,2026-05-10T03:57:01+0200,2,6,1,2,18,8,82304,29635,111939,167.9695,Candidate B,consensus,Candidate C,0,0.836844,0.795886,0.906282,0.125,0.125,0.125,0.104606,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260509_224515_021/metadata.json,0,3,0,0,0.125,0.125,0.125,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.795886,0.906282,0.808365
high_treatment_20260509_224515_022,high,treatment,True,transparency_experiment,completed,20260510_035705,2026-05-10T03:59:24+0200,2,6,1,2,18,8,94494,30600,125094,139.5433,Candidate A,consensus,Candidate C,0,0.763639,0.713267,0.803722,0.125,0.125,0.125,0.095455,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260509_224515_022/metadata.json,3,0,0,0,0.125,0.125,0.125,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.713267,0.803722,0.773927
high_treatment_20260509_224515_023,high,treatment,True,transparency_experiment,completed,20260510_035927,2026-05-10T04:02:09+0200,2,6,0,0,18,6,78333,30726,109059,161.886,Candidate B,consensus,Candidate C,0,0.791391,0.764679,0.808309,0.125,0.125,0.125,0.098924,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260509_224515_023/metadata.json,0,3,0,0,0.125,0.125,0.125,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.764679,0.801185,0.808309
high_treatment_20260509_224515_024,high,treatment,True,transparency_experiment,completed,20260510_040213,2026-05-10T04:04:40+0200,2,6,1,2,18,8,86867,30409,117276,147.6905,Candidate C,consensus,Candidate C,1,0.806698,0.743566,0.863775,0.875,0.625,1.0,0.705861,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260509_224515_024/metadata.json,0,0,3,0,1.0,1.0,0.625,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0.812752,0.743566,0.863775
high_treatment_20260509_224515_025,high,treatment,True,transparency_experiment,completed,20260510_040443,2026-05-10T04:06:58+0200,2,6,0,0,18,6,76629,26922,103551,135.0712,Candidate B,consensus,Candidate C,0,0.936978,0.918933,0.957519,0.166667,0.125,0.25,0.156163,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260509_224515_025/metadata.json,0,3,0,0,0.125,0.25,0.125,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.934481,0.957519,0.918933
high_treatment_20260509_224515_026,high,treatment,True,transparency_experiment,completed,20260510_040701,2026-05-10T04:09:09+0200,2,6,0,0,18,6,80479,27869,108348,127.6678,Candidate D,consensus,Candidate C,0,0.868172,0.841776,0.905322,0.291667,0.125,0.625,0.253217,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260509_224515_026/metadata.json,0,0,0,3,0.125,0.625,0.125,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0.857419,0.841776,0.905322
high_treatment_20260509_224515_027,high,treatment,True,transparency_experiment,completed,20260510_040912,2026-05-10T04:11:47+0200,2,6,0,0,18,6,81965,31984,113949,154.5909,Candidate B,consensus,Candidate C,0,0.824445,0.77756,0.84844,0.416667,0.125,0.75,0.343519,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260509_224515_027/metadata.json,0,3,0,0,0.125,0.75,0.375,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,1,1,0,0,0.847335,0.77756,0.84844
high_treatment_20260509_224515_028,high,treatment,True,transparency_experiment,completed,20260510_041150,2026-05-10T04:14:06+0200,2,6,0,0,18,6,76816,29283,106099,135.8987,Candidate A,consensus,Candidate C,0,0.831815,0.776786,0.939527,0.333333,0.125,0.75,0.277271,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260509_224515_028/metadata.json,3,0,0,0,0.125,0.75,0.125,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0.779131,0.939527,0.776786
high_treatment_20260509_224515_029,high,treatment,True,transparency_experiment,completed,20260510_041408,2026-05-10T04:16:49+0200,2,6,0,0,18,6,76465,30848,107313,160.4131,Candidate A,consensus,Candidate C,0,0.805233,0.749134,0.866891,0.333333,0.125,0.75,0.268411,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260509_224515_029/metadata.json,3,0,0,0,0.125,0.75,0.125,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0.799674,0.866891,0.749134
high_treatment_20260509_224515_030,high,treatment,True,transparency_experiment,completed,20260510_041652,2026-05-10T04:20:21+0200,2,6,0,0,18,6,78364,27290,105654,209.1556,Candidate C,consensus,Candidate C,1,0.90764,0.900733,0.920861,0.791667,0.625,1.0,0.718549,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260509_224515_030/metadata.json,0,0,3,0,0.75,0.625,1.0,0,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.901326,0.920861,0.900733
