run_id,context_transparency_condition,smm_mode,speaker_order_seed,status,timestamp,completed_at,rounds,agent_turns,agent_tool_calls,agent_tool_messages,memory_updates,total_messages,input_tokens,output_tokens,total_tokens,runtime_seconds,final_candidate,decision_method,correct_candidate,decision_correct,mean_pairwise_memory_similarity,min_pairwise_memory_similarity,max_pairwise_memory_similarity,metadata_file,votes_candidate_a,votes_candidate_b,votes_candidate_c,votes_candidate_d,similarity_agent_1_agent_2,similarity_agent_1_agent_3,similarity_agent_2_agent_3
moderate_treatment_20260526_231706_047,moderate,treatment,moderate_treatment_20260526_231706_047,completed,20260527_195118,2026-05-27T19:56:42+0200,2,6,3,6,18,12,100233,61424,161657,323.5909,Candidate C,consensus,Candidate C,1,0.936712,0.92826,0.943012,01_data/raw/simulations/moderate/moderate_treatment_20260526_231706_047/metadata.json,0,0,3,0,0.943012,0.92826,0.938863
moderate_treatment_20260526_231706_048,moderate,treatment,moderate_treatment_20260526_231706_048,completed,20260527_195646,2026-05-27T20:01:14+0200,2,6,4,8,17,14,107023,52483,159506,268.0575,Candidate B,consensus,Candidate C,0,0.947629,0.943967,0.950121,01_data/raw/simulations/moderate/moderate_treatment_20260526_231706_048/metadata.json,0,3,0,0,0.950121,0.943967,0.9488
moderate_treatment_20260526_231706_049,moderate,treatment,moderate_treatment_20260526_231706_049,completed,20260527_200117,2026-05-27T20:14:21+0200,5,15,8,16,43,31,365569,145376,510945,783.7332,Candidate A,consensus,Candidate C,0,0.948648,0.939781,0.96316,01_data/raw/simulations/moderate/moderate_treatment_20260526_231706_049/metadata.json,3,0,0,0,0.943004,0.939781,0.96316
moderate_treatment_20260526_231706_050,moderate,treatment,moderate_treatment_20260526_231706_050,completed,20260527_201424,2026-05-27T20:19:25+0200,2,6,7,14,18,20,135359,56500,191859,301.4062,Candidate C,consensus,Candidate C,1,0.959153,0.952666,0.964498,01_data/raw/simulations/moderate/moderate_treatment_20260526_231706_050/metadata.json,0,0,3,0,0.964498,0.960295,0.952666
moderate_treatment_20260526_231706_051,moderate,treatment,moderate_treatment_20260526_231706_051,completed,20260527_201929,2026-05-27T20:24:06+0200,2,6,3,6,18,12,97997,53215,151212,277.8697,Candidate B,consensus,Candidate C,0,0.960926,0.957105,0.965784,01_data/raw/simulations/moderate/moderate_treatment_20260526_231706_051/metadata.json,0,3,0,0,0.957105,0.959889,0.965784
moderate_treatment_20260526_231706_052,moderate,treatment,moderate_treatment_20260526_231706_052,completed,20260527_202410,2026-05-27T20:30:27+0200,2,6,4,8,18,14,103724,68148,171872,377.6924,Candidate B,consensus,Candidate C,0,0.954081,0.942052,0.964553,01_data/raw/simulations/moderate/moderate_treatment_20260526_231706_052/metadata.json,0,3,0,0,0.955639,0.964553,0.942052
moderate_treatment_20260526_231706_053,moderate,treatment,moderate_treatment_20260526_231706_053,completed,20260527_203031,2026-05-27T20:35:31+0200,2,6,3,6,17,12,102684,57958,160642,300.2085,Candidate B,consensus,Candidate C,0,0.931231,0.908492,0.946971,01_data/raw/simulations/moderate/moderate_treatment_20260526_231706_053/metadata.json,0,3,0,0,0.946971,0.93823,0.908492
moderate_treatment_20260526_231706_054,moderate,treatment,moderate_treatment_20260526_231706_054,completed,20260527_203534,2026-05-27T20:46:45+0200,4,12,7,14,36,26,254303,128220,382523,670.7015,Candidate C,consensus,Candidate C,1,0.942475,0.931671,0.957444,01_data/raw/simulations/moderate/moderate_treatment_20260526_231706_054/metadata.json,0,0,3,0,0.931671,0.938311,0.957444
moderate_treatment_20260526_231706_055,moderate,treatment,moderate_treatment_20260526_231706_055,completed,20260527_204648,2026-05-27T20:52:24+0200,2,6,9,18,18,24,146685,62365,209050,335.7304,Candidate C,consensus,Candidate C,1,0.955055,0.953696,0.957517,01_data/raw/simulations/moderate/moderate_treatment_20260526_231706_055/metadata.json,0,0,3,0,0.953696,0.957517,0.953952
moderate_treatment_20260526_231706_056,moderate,treatment,moderate_treatment_20260526_231706_056,completed,20260527_205227,2026-05-27T20:57:50+0200,2,6,5,10,17,16,118722,61516,180238,322.5731,Candidate C,consensus,Candidate C,1,0.942996,0.936968,0.95039,01_data/raw/simulations/moderate/moderate_treatment_20260526_231706_056/metadata.json,0,0,3,0,0.95039,0.941629,0.936968
moderate_treatment_20260526_231706_057,moderate,treatment,moderate_treatment_20260526_231706_057,completed,20260527_205753,2026-05-27T21:03:14+0200,2,6,2,4,18,10,95966,62387,158353,321.1682,Candidate C,consensus,Candidate C,1,0.954647,0.953024,0.957151,01_data/raw/simulations/moderate/moderate_treatment_20260526_231706_057/metadata.json,0,0,3,0,0.953765,0.953024,0.957151
moderate_treatment_20260526_231706_058,moderate,treatment,moderate_treatment_20260526_231706_058,completed,20260527_210317,2026-05-27T21:16:17+0200,5,15,6,12,44,27,332681,143863,476544,779.8866,Candidate C,max_round_majority_vote,Candidate C,1,0.955045,0.94905,0.96612,01_data/raw/simulations/moderate/moderate_treatment_20260526_231706_058/metadata.json,0,1,2,0,0.949965,0.96612,0.94905
moderate_treatment_20260526_231706_059,moderate,treatment,moderate_treatment_20260526_231706_059,completed,20260527_211620,2026-05-27T21:28:08+0200,4,12,6,12,33,24,272503,133705,406208,707.6674,Candidate C,consensus,Candidate C,1,0.952359,0.948696,0.955944,01_data/raw/simulations/moderate/moderate_treatment_20260526_231706_059/metadata.json,0,0,3,0,0.952437,0.948696,0.955944
moderate_treatment_20260526_231706_060,moderate,treatment,moderate_treatment_20260526_231706_060,completed,20260527_212811,2026-05-27T21:36:33+0200,3,9,7,14,27,23,211438,93432,304870,502.1693,Candidate C,consensus,Candidate C,1,0.945272,0.941966,0.949459,01_data/raw/simulations/moderate/moderate_treatment_20260526_231706_060/metadata.json,0,0,3,0,0.94439,0.949459,0.941966
moderate_treatment_20260526_231706_061,moderate,treatment,moderate_treatment_20260526_231706_061,completed,20260527_213637,2026-05-27T21:42:21+0200,2,6,4,8,17,14,111422,67920,179342,344.3194,Candidate C,consensus,Candidate C,1,0.955339,0.951131,0.963006,01_data/raw/simulations/moderate/moderate_treatment_20260526_231706_061/metadata.json,0,0,3,0,0.951131,0.963006,0.95188
moderate_treatment_20260526_231706_062,moderate,treatment,moderate_treatment_20260526_231706_062,completed,20260527_214224,2026-05-27T21:51:49+0200,3,9,9,18,26,27,216431,106039,322470,564.6965,Candidate C,consensus,Candidate C,1,0.954727,0.94285,0.973869,01_data/raw/simulations/moderate/moderate_treatment_20260526_231706_062/metadata.json,0,0,3,0,0.973869,0.94285,0.947461
moderate_treatment_20260526_231706_063,moderate,treatment,moderate_treatment_20260526_231706_063,completed,20260527_215152,2026-05-27T21:57:14+0200,2,6,5,10,17,16,113615,60040,173655,321.4355,Candidate B,consensus,Candidate C,0,0.936429,0.925518,0.953265,01_data/raw/simulations/moderate/moderate_treatment_20260526_231706_063/metadata.json,0,3,0,0,0.953265,0.925518,0.930504
moderate_treatment_20260526_231706_064,moderate,treatment,moderate_treatment_20260526_231706_064,completed,20260527_215717,2026-05-27T22:02:20+0200,2,6,4,8,14,14,105944,55899,161843,303.4865,Candidate C,consensus,Candidate C,1,0.938587,0.92569,0.958922,01_data/raw/simulations/moderate/moderate_treatment_20260526_231706_064/metadata.json,0,0,3,0,0.92569,0.958922,0.93115
moderate_treatment_20260526_231706_065,moderate,treatment,moderate_treatment_20260526_231706_065,completed,20260527_220223,2026-05-27T22:11:07+0200,3,9,11,22,25,31,235230,101368,336598,523.2471,Candidate B,consensus,Candidate C,0,0.952306,0.941155,0.959709,01_data/raw/simulations/moderate/moderate_treatment_20260526_231706_065/metadata.json,0,3,0,0,0.959709,0.956054,0.941155
moderate_treatment_20260526_231706_066,moderate,treatment,moderate_treatment_20260526_231706_066,completed,20260527_221110,2026-05-27T22:19:50+0200,3,9,9,18,26,27,216517,96449,312966,519.7577,Candidate C,consensus,Candidate C,1,0.948018,0.94003,0.9609,01_data/raw/simulations/moderate/moderate_treatment_20260526_231706_066/metadata.json,0,0,3,0,0.9609,0.943125,0.94003
moderate_treatment_20260526_231706_067,moderate,treatment,moderate_treatment_20260526_231706_067,completed,20260527_221953,2026-05-27T22:24:32+0200,2,6,4,8,17,14,107434,51841,159275,279.5278,Candidate C,consensus,Candidate C,1,0.944928,0.932314,0.95452,01_data/raw/simulations/moderate/moderate_treatment_20260526_231706_067/metadata.json,0,0,3,0,0.95452,0.94795,0.932314
moderate_treatment_20260526_231706_068,moderate,treatment,moderate_treatment_20260526_231706_068,completed,20260527_222436,2026-05-27T22:29:59+0200,2,6,5,10,18,16,115699,61745,177444,323.1448,Candidate C,consensus,Candidate C,1,0.955572,0.953576,0.957436,01_data/raw/simulations/moderate/moderate_treatment_20260526_231706_068/metadata.json,0,0,3,0,0.957436,0.955703,0.953576
moderate_treatment_20260526_231706_069,moderate,treatment,moderate_treatment_20260526_231706_069,completed,20260527_223002,2026-05-27T22:38:04+0200,3,9,4,8,27,17,173463,93839,267302,482.189,Candidate C,consensus,Candidate C,1,0.946268,0.93623,0.953816,01_data/raw/simulations/moderate/moderate_treatment_20260526_231706_069/metadata.json,0,0,3,0,0.948758,0.953816,0.93623
moderate_treatment_20260526_231706_070,moderate,treatment,moderate_treatment_20260526_231706_070,completed,20260527_223807,2026-05-27T22:43:13+0200,2,6,6,12,18,18,128551,57838,186389,305.416,Candidate B,consensus,Candidate C,0,0.951235,0.942676,0.955897,01_data/raw/simulations/moderate/moderate_treatment_20260526_231706_070/metadata.json,0,3,0,0,0.955897,0.955132,0.942676
moderate_treatment_20260526_231706_071,moderate,treatment,moderate_treatment_20260526_231706_071,completed,20260527_224316,2026-05-27T22:48:13+0200,2,6,3,6,17,12,99831,55843,155674,296.8225,Candidate C,consensus,Candidate C,1,0.954369,0.951037,0.95967,01_data/raw/simulations/moderate/moderate_treatment_20260526_231706_071/metadata.json,0,0,3,0,0.95967,0.951037,0.9524
moderate_treatment_20260526_231706_072,moderate,treatment,moderate_treatment_20260526_231706_072,completed,20260527_224816,2026-05-27T22:58:41+0200,4,12,6,12,36,24,256928,119101,376029,624.8435,Candidate D,consensus,Candidate C,0,0.960015,0.955552,0.964641,01_data/raw/simulations/moderate/moderate_treatment_20260526_231706_072/metadata.json,0,0,0,3,0.959851,0.964641,0.955552
moderate_treatment_20260526_231706_073,moderate,treatment,moderate_treatment_20260526_231706_073,completed,20260527_225844,2026-05-27T23:03:11+0200,2,6,2,4,18,10,90636,51870,142506,266.9548,Candidate C,consensus,Candidate C,1,0.924204,0.900401,0.947097,01_data/raw/simulations/moderate/moderate_treatment_20260526_231706_073/metadata.json,0,0,3,0,0.925115,0.947097,0.900401
moderate_treatment_20260526_231706_074,moderate,treatment,moderate_treatment_20260526_231706_074,completed,20260527_230315,2026-05-27T23:08:57+0200,2,6,7,14,16,20,144824,64311,209135,342.2447,Candidate C,consensus,Candidate C,1,0.957779,0.956855,0.958434,01_data/raw/simulations/moderate/moderate_treatment_20260526_231706_074/metadata.json,0,0,3,0,0.958434,0.958048,0.956855
moderate_treatment_20260526_231706_075,moderate,treatment,moderate_treatment_20260526_231706_075,completed,20260527_230900,2026-05-27T23:16:10+0200,3,9,3,6,27,15,163444,84593,248037,429.6668,Candidate C,consensus,Candidate C,1,0.940654,0.923076,0.967855,01_data/raw/simulations/moderate/moderate_treatment_20260526_231706_075/metadata.json,0,0,3,0,0.931032,0.967855,0.923076
moderate_treatment_20260526_231706_076,moderate,treatment,moderate_treatment_20260526_231706_076,completed,20260527_231613,2026-05-27T23:27:15+0200,4,12,7,14,35,26,264378,124136,388514,661.7251,Candidate B,consensus,Candidate C,0,0.945924,0.931831,0.95987,01_data/raw/simulations/moderate/moderate_treatment_20260526_231706_076/metadata.json,0,3,0,0,0.931831,0.946071,0.95987
moderate_treatment_20260526_231706_077,moderate,treatment,moderate_treatment_20260526_231706_077,completed,20260527_232718,2026-05-27T23:32:06+0200,2,6,4,8,18,14,101888,55390,157278,287.9504,Candidate C,consensus,Candidate C,1,0.949576,0.939037,0.966971,01_data/raw/simulations/moderate/moderate_treatment_20260526_231706_077/metadata.json,0,0,3,0,0.966971,0.94272,0.939037
moderate_treatment_20260526_231706_078,moderate,treatment,moderate_treatment_20260526_231706_078,completed,20260527_233209,2026-05-27T23:40:16+0200,3,8,5,10,25,18,167756,86041,253797,487.1492,Candidate C,consensus,Candidate C,1,0.94021,0.925334,0.95638,01_data/raw/simulations/moderate/moderate_treatment_20260526_231706_078/metadata.json,0,0,3,0,0.938916,0.95638,0.925334
moderate_treatment_20260526_231706_079,moderate,treatment,moderate_treatment_20260526_231706_079,completed,20260527_235404,2026-05-28T00:07:13+0200,4,12,10,20,36,32,297661,142688,440349,788.9883,Candidate A,consensus,Candidate C,0,0.938248,0.9242,0.948965,01_data/raw/simulations/moderate/moderate_treatment_20260526_231706_079/metadata.json,3,0,0,0,0.948965,0.941579,0.9242
moderate_treatment_20260526_231706_080,moderate,treatment,moderate_treatment_20260526_231706_080,completed,20260528_000716,2026-05-28T00:16:00+0200,3,9,7,14,27,23,213929,100854,314783,523.3525,Candidate C,consensus,Candidate C,1,0.952158,0.948536,0.956879,01_data/raw/simulations/moderate/moderate_treatment_20260526_231706_080/metadata.json,0,0,3,0,0.95106,0.956879,0.948536
moderate_treatment_20260526_231706_081,moderate,treatment,moderate_treatment_20260526_231706_081,completed,20260528_001603,2026-05-28T00:20:33+0200,2,6,2,4,18,10,87529,53498,141027,270.2311,Candidate B,consensus,Candidate C,0,0.942872,0.922881,0.953414,01_data/raw/simulations/moderate/moderate_treatment_20260526_231706_081/metadata.json,0,3,0,0,0.953414,0.952322,0.922881
moderate_treatment_20260526_231706_082,moderate,treatment,moderate_treatment_20260526_231706_082,completed,20260528_002036,2026-05-28T00:25:50+0200,2,6,4,8,18,14,114384,61345,175729,313.5814,Candidate C,consensus,Candidate C,1,0.944033,0.936638,0.95273,01_data/raw/simulations/moderate/moderate_treatment_20260526_231706_082/metadata.json,0,0,3,0,0.95273,0.942731,0.936638
moderate_treatment_20260526_231706_083,moderate,treatment,moderate_treatment_20260526_231706_083,completed,20260528_002553,2026-05-28T00:30:37+0200,2,6,3,6,15,12,98199,55209,153408,283.7954,Candidate C,consensus,Candidate C,1,0.955855,0.943369,0.96294,01_data/raw/simulations/moderate/moderate_treatment_20260526_231706_083/metadata.json,0,0,3,0,0.961256,0.96294,0.943369
moderate_treatment_20260526_231706_084,moderate,treatment,moderate_treatment_20260526_231706_084,completed,20260528_003040,2026-05-28T00:36:35+0200,2,6,7,14,18,20,135926,65573,201499,354.6746,Candidate B,consensus,Candidate C,0,0.950393,0.943664,0.954378,01_data/raw/simulations/moderate/moderate_treatment_20260526_231706_084/metadata.json,0,3,0,0,0.953137,0.954378,0.943664
moderate_treatment_20260526_231706_085,moderate,treatment,moderate_treatment_20260526_231706_085,completed,20260528_003638,2026-05-28T00:41:14+0200,2,6,2,4,18,10,87338,53647,140985,275.9384,Candidate C,consensus,Candidate C,1,0.943888,0.931941,0.954659,01_data/raw/simulations/moderate/moderate_treatment_20260526_231706_085/metadata.json,0,0,3,0,0.945063,0.954659,0.931941
moderate_treatment_20260526_231706_086,moderate,treatment,moderate_treatment_20260526_231706_086,completed,20260528_004117,2026-05-28T00:46:28+0200,2,6,3,6,18,12,97080,61311,158391,310.7418,Candidate C,consensus,Candidate C,1,0.946526,0.934049,0.963428,01_data/raw/simulations/moderate/moderate_treatment_20260526_231706_086/metadata.json,0,0,3,0,0.934049,0.942101,0.963428
moderate_treatment_20260526_231706_087,moderate,treatment,moderate_treatment_20260526_231706_087,completed,20260528_004631,2026-05-28T00:56:29+0200,4,12,8,16,36,28,271869,112282,384151,597.3957,Candidate C,consensus,Candidate C,1,0.948876,0.938295,0.954904,01_data/raw/simulations/moderate/moderate_treatment_20260526_231706_087/metadata.json,0,0,3,0,0.938295,0.95343,0.954904
moderate_treatment_20260526_231706_088,moderate,treatment,moderate_treatment_20260526_231706_088,completed,20260528_005632,2026-05-28T01:06:14+0200,2,6,7,14,16,20,152964,87870,240834,582.4852,Candidate C,consensus,Candidate C,1,0.930653,0.918441,0.940069,01_data/raw/simulations/moderate/moderate_treatment_20260526_231706_088/metadata.json,0,0,3,0,0.940069,0.933449,0.918441
moderate_treatment_20260526_231706_089,moderate,treatment,moderate_treatment_20260526_231706_089,completed,20260528_010618,2026-05-28T01:14:47+0200,3,8,8,16,27,24,202541,95035,297576,509.5004,Candidate C,consensus,Candidate C,1,0.944625,0.936363,0.959994,01_data/raw/simulations/moderate/moderate_treatment_20260526_231706_089/metadata.json,0,0,3,0,0.959994,0.936363,0.937518
moderate_treatment_20260526_231706_090,moderate,treatment,moderate_treatment_20260526_231706_090,completed,20260528_011450,2026-05-28T01:19:42+0200,2,6,4,8,18,14,103751,57112,160863,291.2276,Candidate C,consensus,Candidate C,1,0.950906,0.943646,0.963024,01_data/raw/simulations/moderate/moderate_treatment_20260526_231706_090/metadata.json,0,0,3,0,0.943646,0.963024,0.946049
moderate_treatment_20260526_231706_091,moderate,treatment,moderate_treatment_20260526_231706_091,completed,20260528_011945,2026-05-28T01:33:42+0200,5,15,9,18,44,33,394531,156926,551457,837.2812,Candidate D,consensus,Candidate C,0,0.958708,0.952654,0.964717,01_data/raw/simulations/moderate/moderate_treatment_20260526_231706_091/metadata.json,0,0,0,3,0.964717,0.952654,0.958752
moderate_treatment_20260526_231706_092,moderate,treatment,moderate_treatment_20260526_231706_092,completed,20260528_013345,2026-05-28T01:38:26+0200,2,6,5,10,18,16,118389,54373,172762,280.8267,Candidate B,consensus,Candidate C,0,0.946787,0.932605,0.960325,01_data/raw/simulations/moderate/moderate_treatment_20260526_231706_092/metadata.json,0,3,0,0,0.960325,0.94743,0.932605
moderate_treatment_20260526_231706_093,moderate,treatment,moderate_treatment_20260526_231706_093,completed,20260528_013829,2026-05-28T01:43:45+0200,2,6,6,12,18,18,117153,60152,177305,315.7268,Candidate A,consensus,Candidate C,0,0.941605,0.930969,0.955575,01_data/raw/simulations/moderate/moderate_treatment_20260526_231706_093/metadata.json,3,0,0,0,0.93827,0.955575,0.930969
moderate_treatment_20260526_231706_094,moderate,treatment,moderate_treatment_20260526_231706_094,completed,20260528_014348,2026-05-28T01:51:44+0200,3,9,6,12,27,21,185872,90406,276278,476.1402,Candidate C,consensus,Candidate C,1,0.951454,0.946879,0.959278,01_data/raw/simulations/moderate/moderate_treatment_20260526_231706_094/metadata.json,0,0,3,0,0.948205,0.946879,0.959278
moderate_treatment_20260526_231706_095,moderate,treatment,moderate_treatment_20260526_231706_095,completed,20260528_015147,2026-05-28T01:59:34+0200,3,9,4,8,25,17,168218,90937,259155,466.8412,Candidate C,consensus,Candidate C,1,0.922161,0.906414,0.938144,01_data/raw/simulations/moderate/moderate_treatment_20260526_231706_095/metadata.json,0,0,3,0,0.938144,0.921925,0.906414
moderate_treatment_20260526_231706_096,moderate,treatment,moderate_treatment_20260526_231706_096,completed,20260528_015938,2026-05-28T02:05:33+0200,2,6,5,10,17,16,117827,68686,186513,355.4911,Candidate C,consensus,Candidate C,1,0.955209,0.954917,0.955677,01_data/raw/simulations/moderate/moderate_treatment_20260526_231706_096/metadata.json,0,0,3,0,0.955677,0.954917,0.955032
moderate_treatment_20260526_231706_097,moderate,treatment,moderate_treatment_20260526_231706_097,completed,20260528_020536,2026-05-28T02:11:04+0200,2,6,4,8,18,14,108889,63928,172817,327.8639,Candidate B,consensus,Candidate C,0,0.956096,0.944519,0.968673,01_data/raw/simulations/moderate/moderate_treatment_20260526_231706_097/metadata.json,0,3,0,0,0.944519,0.968673,0.955095
moderate_treatment_20260526_231706_098,moderate,treatment,moderate_treatment_20260526_231706_098,completed,20260528_021107,2026-05-28T02:20:39+0200,3,9,8,16,26,25,208467,108384,316851,571.2721,Candidate C,consensus,Candidate C,1,0.9546,0.950657,0.959962,01_data/raw/simulations/moderate/moderate_treatment_20260526_231706_098/metadata.json,0,0,3,0,0.953181,0.959962,0.950657
moderate_treatment_20260526_231706_099,moderate,treatment,moderate_treatment_20260526_231706_099,completed,20260528_022042,2026-05-28T02:29:42+0200,3,9,6,12,27,21,197824,103006,300830,539.8011,Candidate C,consensus,Candidate C,1,0.943434,0.934641,0.95026,01_data/raw/simulations/moderate/moderate_treatment_20260526_231706_099/metadata.json,0,0,3,0,0.934641,0.945401,0.95026
moderate_treatment_20260526_231706_100,moderate,treatment,moderate_treatment_20260526_231706_100,completed,20260528_022945,2026-05-28T02:40:24+0200,3,9,9,18,26,27,229904,117595,347499,638.6208,Candidate C,consensus,Candidate C,1,0.948525,0.943343,0.957016,01_data/raw/simulations/moderate/moderate_treatment_20260526_231706_100/metadata.json,0,0,3,0,0.945216,0.943343,0.957016
high_treatment_20260526_231706_001,high,treatment,high_treatment_20260526_231706_001,completed,20260528_024027,2026-05-28T02:46:29+0200,2,6,2,4,18,10,134810,68424,203234,362.0187,Candidate B,consensus,Candidate C,0,0.945155,0.935033,0.951282,01_data/raw/simulations/high/high_treatment_20260526_231706_001/metadata.json,0,3,0,0,0.935033,0.951282,0.94915
high_treatment_20260526_231706_002,high,treatment,high_treatment_20260526_231706_002,completed,20260528_024632,2026-05-28T02:53:37+0200,2,6,1,2,18,8,314111,62669,376780,424.9423,Candidate B,consensus,Candidate C,0,0.940452,0.934595,0.94354,01_data/raw/simulations/high/high_treatment_20260526_231706_002/metadata.json,0,3,0,0,0.934595,0.943222,0.94354
high_treatment_20260526_231706_003,high,treatment,high_treatment_20260526_231706_003,completed,20260528_025340,2026-05-28T03:01:53+0200,2,6,3,6,18,12,223559,83210,306769,492.2444,Candidate C,consensus,Candidate C,1,0.934156,0.921306,0.953106,01_data/raw/simulations/high/high_treatment_20260526_231706_003/metadata.json,0,0,3,0,0.928055,0.953106,0.921306
high_treatment_20260526_231706_004,high,treatment,high_treatment_20260526_231706_004,completed,20260528_030156,2026-05-28T03:07:58+0200,2,6,2,4,17,10,133876,67242,201118,362.2213,Candidate C,consensus,Candidate C,1,0.932445,0.922215,0.951194,01_data/raw/simulations/high/high_treatment_20260526_231706_004/metadata.json,0,0,3,0,0.923927,0.922215,0.951194
high_treatment_20260526_231706_005,high,treatment,high_treatment_20260526_231706_005,completed,20260528_030801,2026-05-28T03:18:41+0200,3,9,1,2,27,11,226851,119838,346689,639.4918,Candidate C,consensus,Candidate C,1,0.948815,0.93957,0.959476,01_data/raw/simulations/high/high_treatment_20260526_231706_005/metadata.json,0,0,3,0,0.959476,0.947398,0.93957
high_treatment_20260526_231706_006,high,treatment,high_treatment_20260526_231706_006,completed,20260528_031844,2026-05-28T03:29:27+0200,3,9,2,4,27,13,260665,117496,378161,643.403,Candidate B,consensus,Candidate C,0,0.944186,0.937191,0.951395,01_data/raw/simulations/high/high_treatment_20260526_231706_006/metadata.json,0,3,0,0,0.951395,0.937191,0.943973
high_treatment_20260526_231706_007,high,treatment,high_treatment_20260526_231706_007,completed,20260528_032931,2026-05-28T03:34:38+0200,2,6,1,2,18,8,118354,59066,177420,307.7227,Candidate D,consensus,Candidate C,0,0.948904,0.938955,0.965882,01_data/raw/simulations/high/high_treatment_20260526_231706_007/metadata.json,0,0,0,3,0.941875,0.938955,0.965882
high_treatment_20260526_231706_008,high,treatment,high_treatment_20260526_231706_008,completed,20260528_033442,2026-05-28T03:41:44+0200,2,6,4,8,18,14,173662,76627,250289,422.2037,Candidate C,consensus,Candidate C,1,0.950214,0.940695,0.957877,01_data/raw/simulations/high/high_treatment_20260526_231706_008/metadata.json,0,0,3,0,0.957877,0.95207,0.940695
high_treatment_20260526_231706_009,high,treatment,high_treatment_20260526_231706_009,completed,20260528_034147,2026-05-28T03:47:41+0200,2,6,2,4,18,10,122695,67800,190495,353.4422,Candidate C,consensus,Candidate C,1,0.951059,0.945393,0.95434,01_data/raw/simulations/high/high_treatment_20260526_231706_009/metadata.json,0,0,3,0,0.95434,0.945393,0.953444
high_treatment_20260526_231706_010,high,treatment,high_treatment_20260526_231706_010,completed,20260528_034744,2026-05-28T03:53:29+0200,2,6,1,2,17,8,127583,65462,193045,344.9899,Candidate C,consensus,Candidate C,1,0.968206,0.96393,0.973748,01_data/raw/simulations/high/high_treatment_20260526_231706_010/metadata.json,0,0,3,0,0.973748,0.96694,0.96393
high_treatment_20260526_231706_011,high,treatment,high_treatment_20260526_231706_011,completed,20260528_035332,2026-05-28T03:58:58+0200,2,6,2,4,18,10,132200,62342,194542,326.1666,Candidate B,consensus,Candidate C,0,0.935222,0.925596,0.951242,01_data/raw/simulations/high/high_treatment_20260526_231706_011/metadata.json,0,3,0,0,0.928827,0.951242,0.925596
high_treatment_20260526_231706_012,high,treatment,high_treatment_20260526_231706_012,completed,20260528_035901,2026-05-28T04:05:17+0200,2,6,3,6,17,12,144730,69159,213889,375.6059,Candidate C,consensus,Candidate C,1,0.955062,0.950903,0.958596,01_data/raw/simulations/high/high_treatment_20260526_231706_012/metadata.json,0,0,3,0,0.955686,0.958596,0.950903
high_treatment_20260526_231706_013,high,treatment,high_treatment_20260526_231706_013,completed,20260528_040520,2026-05-28T04:21:01+0200,2,6,2,4,18,10,154485,67062,221547,941.1345,Candidate B,consensus,Candidate C,0,0.946753,0.938957,0.958307,01_data/raw/simulations/high/high_treatment_20260526_231706_013/metadata.json,0,3,0,0,0.958307,0.942994,0.938957
high_treatment_20260526_231706_014,high,treatment,high_treatment_20260526_231706_014,completed,20260528_042104,2026-05-28T04:28:02+0200,2,6,3,6,18,12,150221,76523,226744,417.1452,Candidate C,consensus,Candidate C,1,0.930323,0.913213,0.941936,01_data/raw/simulations/high/high_treatment_20260526_231706_014/metadata.json,0,0,3,0,0.93582,0.941936,0.913213
high_treatment_20260526_231706_015,high,treatment,high_treatment_20260526_231706_015,completed,20260528_042805,2026-05-28T04:33:46+0200,2,6,2,4,18,10,125399,64507,189906,341.6724,Candidate B,consensus,Candidate C,0,0.947907,0.939269,0.955959,01_data/raw/simulations/high/high_treatment_20260526_231706_015/metadata.json,0,3,0,0,0.948494,0.955959,0.939269
high_treatment_20260526_231706_016,high,treatment,high_treatment_20260526_231706_016,completed,20260528_043350,2026-05-28T04:39:46+0200,2,6,0,0,18,6,99710,69149,168859,356.5936,Candidate B,consensus,Candidate C,0,0.946803,0.933258,0.954044,01_data/raw/simulations/high/high_treatment_20260526_231706_016/metadata.json,0,3,0,0,0.954044,0.953108,0.933258
high_treatment_20260526_231706_017,high,treatment,high_treatment_20260526_231706_017,completed,20260528_043949,2026-05-28T04:46:07+0200,2,6,2,4,18,10,142555,71969,214524,377.392,Candidate C,consensus,Candidate C,1,0.947147,0.936391,0.964138,01_data/raw/simulations/high/high_treatment_20260526_231706_017/metadata.json,0,0,3,0,0.964138,0.936391,0.940911
high_treatment_20260526_231706_018,high,treatment,high_treatment_20260526_231706_018,completed,20260528_044610,2026-05-28T04:51:16+0200,2,6,1,2,18,8,125189,58101,183290,306.3495,Candidate C,consensus,Candidate C,1,0.952698,0.947541,0.95561,01_data/raw/simulations/high/high_treatment_20260526_231706_018/metadata.json,0,0,3,0,0.95561,0.954942,0.947541
high_treatment_20260526_231706_019,high,treatment,high_treatment_20260526_231706_019,completed,20260528_045120,2026-05-28T04:59:36+0200,2,6,5,10,18,16,199254,87038,286292,496.1832,Candidate C,consensus,Candidate C,1,0.962473,0.951828,0.969136,01_data/raw/simulations/high/high_treatment_20260526_231706_019/metadata.json,0,0,3,0,0.969136,0.951828,0.966455
high_treatment_20260526_231706_020,high,treatment,high_treatment_20260526_231706_020,completed,20260528_045939,2026-05-28T05:05:51+0200,2,6,2,4,18,10,140985,70900,211885,372.1181,Candidate C,consensus,Candidate C,1,0.952766,0.937828,0.961251,01_data/raw/simulations/high/high_treatment_20260526_231706_020/metadata.json,0,0,3,0,0.961251,0.959219,0.937828
