run_id,condition,smm_mode,explicit_smm_memory,run_tag,status,timestamp,completed_at,rounds,agent_turns,agent_tool_calls,agent_tool_messages,memory_updates,total_messages,input_tokens,output_tokens,total_tokens,runtime_seconds,final_candidate,decision_method,correct_candidate,decision_correct,mean_pairwise_memory_similarity,min_pairwise_memory_similarity,max_pairwise_memory_similarity,mean_gold_standard_alignment,min_gold_standard_alignment,max_gold_standard_alignment,context_alignment,memory_similarity_method,gold_standard_alignment_method,embedding_model,metadata_file,votes_candidate_a,votes_candidate_b,votes_candidate_c,votes_candidate_d,gold_alignment_agent_1,gold_alignment_agent_2,gold_alignment_agent_3,gold_check_agent_1_a_risks,gold_check_agent_1_b_risks,gold_check_agent_1_c_attention,gold_check_agent_1_c_calmness,gold_check_agent_1_c_crew_fit,gold_check_agent_1_c_reliability,gold_check_agent_1_d_risks,gold_check_agent_1_favorite_is_c,gold_check_agent_2_a_risks,gold_check_agent_2_b_risks,gold_check_agent_2_c_attention,gold_check_agent_2_c_calmness,gold_check_agent_2_c_crew_fit,gold_check_agent_2_c_reliability,gold_check_agent_2_d_risks,gold_check_agent_2_favorite_is_c,gold_check_agent_3_a_risks,gold_check_agent_3_b_risks,gold_check_agent_3_c_attention,gold_check_agent_3_c_calmness,gold_check_agent_3_c_crew_fit,gold_check_agent_3_c_reliability,gold_check_agent_3_d_risks,gold_check_agent_3_favorite_is_c,similarity_agent_1_agent_2,similarity_agent_1_agent_3,similarity_agent_2_agent_3
high_treatment_20260508_195017_010,high,treatment,True,transparency_experiment,completed,20260509_002446,2026-05-09T00:28:17+0200,4,12,0,0,36,12,226440,56973,283413,211.3371,Candidate C,consensus,Candidate C,1,0.847962,0.841998,0.856762,0.708333,0.375,1.0,0.600639,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260508_195017_010/metadata.json,0,0,3,0,1.0,0.75,0.375,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0.856762,0.841998,0.845125
high_treatment_20260508_195017_011,high,treatment,True,transparency_experiment,completed,20260509_002820,2026-05-09T00:30:23+0200,2,6,1,2,18,8,87824,30265,118089,122.3088,Candidate C,consensus,Candidate C,1,0.818543,0.732238,0.868487,0.708333,0.5,1.0,0.579801,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260508_195017_011/metadata.json,0,0,3,0,0.5,1.0,0.625,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0.732238,0.854904,0.868487
high_treatment_20260508_195017_012,high,treatment,True,transparency_experiment,completed,20260509_003025,2026-05-09T00:32:26+0200,2,6,1,2,18,8,87674,29155,116829,120.3416,Candidate C,consensus,Candidate C,1,0.800743,0.716022,0.927444,0.875,0.625,1.0,0.70065,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260508_195017_012/metadata.json,0,0,3,0,1.0,1.0,0.625,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0.716022,0.927444,0.758763
high_treatment_20260508_195017_013,high,treatment,True,transparency_experiment,completed,20260509_003229,2026-05-09T00:36:57+0200,5,15,2,4,45,19,343530,67571,411101,268.4332,Candidate B,consensus,Candidate C,0,0.886979,0.849527,0.910039,0.375,0.0,0.75,0.332617,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260508_195017_013/metadata.json,0,3,0,0,0.375,0.75,0.0,0,1,0,0,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0.90137,0.910039,0.849527
high_treatment_20260508_195017_014,high,treatment,True,transparency_experiment,completed,20260509_003700,2026-05-09T00:39:08+0200,2,6,2,4,18,10,96604,30618,127222,128.4553,Candidate A,consensus,Candidate C,0,0.904685,0.878435,0.938641,0.125,0.125,0.125,0.113086,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260508_195017_014/metadata.json,3,0,0,0,0.125,0.125,0.125,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.938641,0.89698,0.878435
high_treatment_20260508_195017_015,high,treatment,True,transparency_experiment,completed,20260509_003911,2026-05-09T00:41:45+0200,3,9,0,0,27,9,141095,41656,182751,153.5647,Candidate C,consensus,Candidate C,1,0.838344,0.793032,0.908342,0.625,0.625,0.625,0.523965,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260508_195017_015/metadata.json,0,0,3,0,0.625,0.625,0.625,0,0,1,1,1,1,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0.908342,0.793032,0.813659
high_treatment_20260508_195017_016,high,treatment,True,transparency_experiment,completed,20260509_004148,2026-05-09T00:43:37+0200,2,6,0,0,18,6,77831,31112,108943,109.2506,Candidate B,consensus,Candidate C,0,0.818368,0.774288,0.895235,0.125,0.125,0.125,0.102296,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260508_195017_016/metadata.json,0,3,0,0,0.125,0.125,0.125,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.785582,0.895235,0.774288
high_treatment_20260508_195017_017,high,treatment,True,transparency_experiment,completed,20260509_004341,2026-05-09T00:45:24+0200,2,6,0,0,18,6,78901,29210,108111,103.7655,Candidate C,consensus,Candidate C,1,0.897861,0.878035,0.926308,0.666667,0.375,1.0,0.598574,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260508_195017_017/metadata.json,0,0,3,0,1.0,0.625,0.375,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0.878035,0.889239,0.926308
high_treatment_20260508_195017_018,high,treatment,True,transparency_experiment,completed,20260509_004528,2026-05-09T00:47:27+0200,2,6,2,4,18,10,94643,29494,124137,119.22,Candidate B,consensus,Candidate C,0,0.829595,0.74965,0.933665,0.166667,0.0,0.375,0.138266,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260508_195017_018/metadata.json,0,3,0,0,0.0,0.375,0.125,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0.74965,0.933665,0.805471
high_treatment_20260508_195017_019,high,treatment,True,transparency_experiment,completed,20260509_004730,2026-05-09T00:49:06+0200,2,5,0,0,18,5,68417,25518,93935,95.8641,Candidate A,consensus,Candidate C,0,0.838034,0.805089,0.872234,0.208333,0.125,0.375,0.17459,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260508_195017_019/metadata.json,3,0,0,0,0.375,0.125,0.125,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.805089,0.836779,0.872234
high_treatment_20260508_195017_020,high,treatment,True,transparency_experiment,completed,20260509_004909,2026-05-09T00:53:19+0200,5,15,2,4,45,19,325494,66528,392022,250.7547,Candidate B,consensus,Candidate C,0,0.904144,0.880641,0.923833,0.583333,0.125,0.875,0.527417,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260508_195017_020/metadata.json,0,3,0,0,0.125,0.75,0.875,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0.880641,0.907959,0.923833
high_treatment_20260508_195017_021,high,treatment,True,transparency_experiment,completed,20260509_005323,2026-05-09T00:55:08+0200,2,6,0,0,18,6,78093,28280,106373,105.5866,Candidate B,consensus,Candidate C,0,0.912611,0.899022,0.935119,0.25,0.125,0.5,0.228153,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260508_195017_021/metadata.json,0,3,0,0,0.125,0.125,0.5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0.903691,0.899022,0.935119
high_treatment_20260508_195017_022,high,treatment,True,transparency_experiment,completed,20260509_005511,2026-05-09T00:59:03+0200,4,12,1,2,36,14,230256,60615,290871,232.0,Candidate B,consensus,Candidate C,0,0.938363,0.932115,0.945131,0.333333,0.125,0.75,0.312787,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260508_195017_022/metadata.json,0,3,0,0,0.125,0.75,0.125,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0.945131,0.932115,0.937844
high_treatment_20260508_195017_023,high,treatment,True,transparency_experiment,completed,20260509_005907,2026-05-09T01:01:32+0200,2,6,0,0,18,6,78737,29702,108439,144.9063,Candidate C,consensus,Candidate C,1,0.871139,0.831399,0.900004,0.583333,0.5,0.625,0.508164,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260508_195017_023/metadata.json,0,0,3,0,0.5,0.625,0.625,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,0,1,0.900004,0.882014,0.831399
high_treatment_20260508_195017_024,high,treatment,True,transparency_experiment,completed,20260509_010134,2026-05-09T01:03:24+0200,2,6,0,0,18,6,76371,27686,104057,109.4984,Candidate C,consensus,Candidate C,1,0.799606,0.729578,0.927015,0.833333,0.5,1.0,0.666338,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260508_195017_024/metadata.json,0,0,3,0,0.5,1.0,1.0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.729578,0.742226,0.927015
high_treatment_20260508_195017_025,high,treatment,True,transparency_experiment,completed,20260509_010327,2026-05-09T01:05:32+0200,2,6,0,0,18,6,82626,31296,113922,125.2575,Candidate B,consensus,Candidate C,0,0.792881,0.735838,0.83117,0.125,0.125,0.125,0.09911,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260508_195017_025/metadata.json,0,3,0,0,0.125,0.125,0.125,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.83117,0.735838,0.811635
high_treatment_20260508_195017_026,high,treatment,True,transparency_experiment,completed,20260509_010535,2026-05-09T01:07:22+0200,2,6,0,0,18,6,78861,27193,106054,106.6525,Candidate B,consensus,Candidate C,0,0.844323,0.800867,0.903971,0.125,0.125,0.125,0.10554,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260508_195017_026/metadata.json,0,3,0,0,0.125,0.125,0.125,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.800867,0.903971,0.82813
high_treatment_20260508_195017_027,high,treatment,True,transparency_experiment,completed,20260509_010725,2026-05-09T01:09:23+0200,2,6,0,0,18,6,81300,29523,110823,117.3448,Candidate B,consensus,Candidate C,0,0.809745,0.755518,0.881123,0.125,0.125,0.125,0.101218,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260508_195017_027/metadata.json,0,3,0,0,0.125,0.125,0.125,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.792595,0.755518,0.881123
high_treatment_20260508_195017_028,high,treatment,True,transparency_experiment,completed,20260509_010925,2026-05-09T01:11:22+0200,2,6,0,0,18,6,80823,30029,110852,116.6724,Candidate B,consensus,Candidate C,0,0.785025,0.725079,0.87537,0.458333,0.125,0.75,0.359803,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260508_195017_028/metadata.json,0,3,0,0,0.125,0.5,0.75,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,0,0,0.754627,0.87537,0.725079
high_treatment_20260508_195017_029,high,treatment,True,transparency_experiment,completed,20260509_011125,2026-05-09T01:14:01+0200,2,6,0,0,18,6,81765,31463,113228,155.9001,Candidate C,consensus,Candidate C,1,0.855186,0.834882,0.869801,0.375,0.125,0.625,0.320695,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260508_195017_029/metadata.json,0,0,3,0,0.625,0.375,0.125,0,0,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0.834882,0.860876,0.869801
high_treatment_20260508_195017_030,high,treatment,True,transparency_experiment,completed,20260509_011404,2026-05-09T01:19:00+0200,5,15,1,2,45,17,330977,77650,408627,296.3788,Candidate B,max_round_majority_vote,Candidate C,0,0.869351,0.843999,0.902278,0.291667,0.0,0.75,0.253561,embedding_cosine,rule_based_binary_checks,nvidia/llama-nemotron-embed-1b-v2,01_data/raw/simulations/high/high_treatment_20260508_195017_030/metadata.json,1,2,0,0,0.75,0.0,0.125,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.843999,0.902278,0.861775
